NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,SUV,18,9,13.5,11,9.592,13.5,51.3,40.5,13.009950000000002,3,7,17,15.85,2.39,4.75,0.97,0.974,20,25
3,Truck,20,10,17.5,7,5.705,17.5,66.5,52.5,19.434825,1,20,23,29.37,2.54,4.69,1.11,0.987,20,25
3,Small,21,11,5.0,11,12.859,4.0,15.2,11.0,13.009950000000002,1,1,9,32.41,2.25,4.7,1.15,0.986,19,24
2,Small,20,10,5.0,7,12.063,4.0,15.2,11.0,18.696825,3,1,8,22.73,1.42,4.8,1.16,0.969,21,25
4,Small,18,8,5.0,11,13.546,4.0,15.2,11.0,2.426175,3,18,23,6.85,0.83,4.72,1.15,0.839,22,25
4,Sedan,19,10,6.0,3,14.43,6.0,22.8,18.0,5.4774,2,19,23,18.39,0.9,4.74,0.94,0.941,22,25
5,SUV,19,7,13.5,7,8.949,13.5,51.3,40.5,18.696825,2,4,6,17.73,0.54,4.67,1.12,0.901,20,22
4,SUV,19,8,13.5,3,9.811,13.5,51.3,40.5,3.42945,2,6,18,48.43,1.46,4.72,1.17,0.986,21,24
2,Sedan,18,9,6.0,11,5.215,6.0,22.8,18.0,19.434825,3,4,7,38.28,2.03,4.72,1.2,0.987,23,26
5,Sedan,19,12,6.0,7,6.814,6.0,22.8,18.0,13.009950000000002,3,10,18,18.08,3.34,4.65,0.95,0.984,20,22
5,Sedan,20,7,6.0,7,10.006,6.0,22.8,18.0,19.434825,3,1,5,42.51,1.92,4.69,1.1,0.988,23,27
3,Small,18,9,4.0,3,9.272,4.0,15.2,12.0,3.42945,3,18,23,30.55,1.21,4.68,1.07,0.973,20,23
4,Small,18,8,4.0,7,6.666,4.0,15.2,12.0,0.685125,2,5,7,13.83,0.94,4.68,1.1,0.926,20,23
4,Sedan,17,12,6.0,3,9.792,6.0,22.8,18.0,1.33605,2,17,23,9.09,2.13,4.72,1.17,0.95,20,22
4,Sedan,16,10,6.0,11,6.97,6.0,22.8,18.0,3.42945,2,16,23,10.03,1.77,4.77,1.15,0.945,19,24
4,Sedan,21,9,6.0,7,6.723,6.0,22.8,18.0,19.434825,3,4,7,17.53,2.09,4.7,0.96,0.973,22,24
4,Sedan,18,9,6.0,3,8.983,6.0,22.8,18.0,18.696825,2,7,17,32.8,2.91,4.65,1.08,0.99,20,24
4,Small,20,10,4.0,11,5.424,4.0,15.2,12.0,18.696825,3,8,19,13.62,1.5,4.6,0.95,0.952,23,28
4,Small,19,9,4.0,11,10.87,4.0,15.2,12.0,3.42945,1,1,7,17.19,3.34,4.69,0.92,0.983,22,24
3,Sedan,20,8,6.0,7,6.194,6.0,22.8,18.0,1.33605,1,1,6,39.39,1.15,4.68,1.01,0.978,21,24
2,SUV,19,9,13.5,3,7.011,13.5,51.3,40.5,13.009950000000002,3,7,10,43.82,2.68,4.73,1.15,0.992,22,25
1,Small,17,9,5.0,7,13.645,4.0,15.2,11.0,19.434825,2,3,7,38.77,0.95,4.64,1.13,0.973,19,24
2,SUV,18,9,13.5,7,9.195,13.5,51.3,40.5,0.685125,1,3,7,40.24,2.8,4.62,1.11,0.991,19,22
4,Truck,20,11,17.5,3,9.049,17.5,66.5,52.5,19.434825,1,2,9,31.68,1.71,4.61,1.02,0.982,19,24
5,Small,17,11,4.0,7,5.674,4.0,15.2,12.0,1.33605,2,3,9,15.01,0.57,4.72,1.22,0.89,22,26
5,Small,22,12,4.0,3,8.867,4.0,15.2,12.0,1.33605,2,10,21,12.47,2.85,4.79,0.91,0.972,23,28
5,Small,18,8,4.0,11,10.471,4.0,15.2,12.0,19.434825,1,4,6,35.24,1.91,4.77,0.97,0.985,20,25
4,Small,20,11,4.0,7,8.405,4.0,15.2,12.0,2.426175,2,9,19,23.7,0.52,4.6,1.09,0.922,19,23
1,Small,21,9,6.0,3,15.402,4.0,15.2,10.0,5.4774,1,21,23,34.49,3.23,4.61,1.23,0.991,21,24
4,SUV,21,9,13.5,7,8.124,13.5,51.3,40.5,13.009950000000002,3,7,20,11.9,0.83,4.62,1.23,0.904,23,26
4,Small,18,11,4.0,11,9.091,4.0,15.2,12.0,13.009950000000002,3,18,23,10.86,2.15,4.76,0.91,0.958,23,25
1,Truck,17,12,17.5,3,12.604,17.5,66.5,52.5,3.42945,1,2,10,17.61,2.4,4.75,0.97,0.977,20,23
5,Small,17,9,4.0,7,6.993,4.0,15.2,12.0,5.4774,2,7,16,10.02,0.86,4.66,0.91,0.89,23,27
3,SUV,19,10,13.5,3,12.174,13.5,51.3,40.5,13.009950000000002,3,5,8,39.82,1.01,4.71,1.13,0.975,21,25
1,SUV,19,9,13.5,3,10.302,13.5,51.3,40.5,13.009950000000002,3,19,23,24.88,1.35,4.68,1.12,0.971,20,22
2,Sedan,17,10,6.0,11,10.291,6.0,22.8,18.0,18.696825,3,7,10,35.57,3.38,4.63,0.93,0.992,23,26
4,Sedan,21,8,6.0,7,10.438,6.0,22.8,18.0,2.426175,3,5,8,39.56,3.34,4.64,0.91,0.992,20,22
3,Sedan,19,8,6.0,7,4.184,6.0,22.8,18.0,3.42945,2,6,18,21.45,1.03,4.73,1.02,0.956,22,25
3,Small,16,10,4.0,7,11.296,4.0,15.2,12.0,13.009950000000002,2,8,15,11.84,1.77,4.67,1.25,0.953,19,24
2,SUV,22,10,13.5,3,11.584,13.5,51.3,40.5,2.426175,3,7,10,10.18,2.51,4.74,1.02,0.962,22,26
3,Small,19,8,4.0,3,11.659,4.0,15.2,12.0,19.434825,3,6,18,39.09,3.52,4.74,1.03,0.993,23,25
4,Small,21,10,4.0,3,8.286,4.0,15.2,12.0,3.42945,1,21,23,26.73,0.77,4.76,0.93,0.953,19,23
1,Truck,17,8,17.5,11,10.412,17.5,66.5,52.5,18.696825,3,2,6,31.75,1.72,4.68,1.13,0.982,22,24
4,Sedan,20,11,6.0,7,7.269,6.0,22.8,18.0,0.685125,1,9,19,32.36,1.61,4.63,1.19,0.981,23,25
1,Small,20,10,4.0,3,6.35,4.0,15.2,12.0,19.434825,1,8,19,17.47,3.43,4.62,0.96,0.983,21,24
4,Small,18,7,4.0,3,9.296,4.0,15.2,12.0,3.42945,2,18,23,23.68,3.05,4.72,1.22,0.986,22,27
2,Sedan,18,9,6.0,7,9.037,6.0,22.8,18.0,13.009950000000002,1,7,17,49.43,2.54,4.75,0.98,0.992,21,26
2,Sedan,17,8,6.0,7,10.974,6.0,22.8,18.0,19.434825,3,6,16,27.36,3.38,4.68,1.14,0.989,23,27
4,SUV,20,9,13.5,7,6.637,13.5,51.3,40.5,13.009950000000002,1,7,19,15.61,3.18,4.77,0.94,0.98,23,25
3,Small,17,12,4.0,11,11.288,4.0,15.2,12.0,5.4774,1,8,10,28.36,0.98,4.74,1.04,0.965,22,27
4,SUV,17,8,13.5,7,16.331,13.5,51.3,40.5,5.4774,3,17,23,48.37,2.81,4.68,1.15,0.993,23,28
1,Sedan,18,7,6.0,3,7.934,6.0,22.8,18.0,18.696825,1,18,23,8.95,0.67,4.62,0.92,0.846,19,21
5,SUV,18,10,13.5,3,10.79,13.5,51.3,40.5,5.4774,2,18,23,43.07,2.32,4.7,1.15,0.99,19,24
4,Small,18,9,4.0,3,10.012,4.0,15.2,12.0,1.33605,2,7,17,20.53,0.95,4.65,1.24,0.95,22,24
1,Small,19,12,4.0,11,11.217,4.0,15.2,12.0,13.009950000000002,1,10,11,8.09,1.62,4.74,1.23,0.927,22,25
5,SUV,19,9,13.5,3,6.313,13.5,51.3,40.5,1.33605,3,7,18,47.07,1.84,4.72,0.91,0.989,21,25
1,Small,18,7,4.0,11,9.866,4.0,15.2,12.0,2.426175,1,5,6,8.86,3.01,4.73,0.98,0.963,23,28
5,Small,18,8,4.0,11,11.609,4.0,15.2,12.0,13.009950000000002,1,6,7,19.44,1.03,4.73,1.05,0.951,22,25
3,Small,16,11,4.0,11,9.287,4.0,15.2,12.0,19.434825,2,3,9,46.86,0.91,4.65,1.14,0.977,19,22
3,Sedan,18,11,6.0,7,8.508,6.0,22.8,18.0,19.434825,3,7,10,48.54,0.81,4.78,1.09,0.975,20,24
5,Small,20,9,5.0,7,12.874,4.0,15.2,11.0,13.009950000000002,3,4,7,9.72,1.99,4.69,0.94,0.95,20,22
1,Sedan,17,8,6.0,7,11.122,6.0,22.8,18.0,2.426175,2,6,16,33.74,0.87,4.74,1.19,0.967,23,27
1,Truck,17,8,17.5,3,10.69,17.5,66.5,52.5,1.33605,3,3,6,31.94,1.81,4.7,1.12,0.983,20,25
5,SUV,22,11,13.5,11,8.08,13.5,51.3,40.5,3.42945,1,9,21,48.04,2.46,4.65,1.11,0.992,20,24
4,Sedan,19,11,6.0,7,7.229,6.0,22.8,18.0,19.434825,3,19,23,20.34,0.87,4.64,1.08,0.945,19,22
3,Small,21,9,4.0,11,6.987,4.0,15.2,12.0,13.009950000000002,2,7,20,11.58,3.41,4.74,1.18,0.975,19,21
4,Small,17,9,4.0,11,11.292,4.0,15.2,12.0,19.434825,1,3,7,26.52,0.6,4.7,1.22,0.939,23,26
2,SUV,20,8,13.5,7,13.181,13.5,51.3,40.5,0.685125,3,20,23,27.22,1.92,4.78,1.08,0.981,21,26
1,Truck,19,8,17.5,11,7.861,17.5,66.5,52.5,0.685125,2,19,23,15.15,2.76,4.78,1.2,0.976,21,23
5,SUV,16,9,13.5,7,4.487,13.5,51.3,40.5,18.696825,1,7,15,46.11,3.38,4.66,0.98,0.994,19,23
2,Small,19,9,4.0,11,7.596,4.0,15.2,12.0,18.696825,2,7,18,48.09,2.04,4.72,0.97,0.99,20,25
2,Small,19,10,6.0,3,14.61,4.0,15.2,10.0,5.4774,2,8,18,15.39,0.69,4.63,1.21,0.91,21,26
1,Sedan,16,7,6.0,3,3.472,6.0,22.8,18.0,2.426175,3,16,23,15.6,0.88,4.78,1.24,0.93,23,27
3,Small,18,11,4.0,11,7.082,4.0,15.2,12.0,2.426175,1,5,9,39.09,0.72,4.64,1.12,0.965,23,28
3,SUV,16,10,13.5,11,10.806,13.5,51.3,40.5,1.33605,3,5,8,37.08,1.66,4.62,0.95,0.984,19,24
5,Sedan,16,8,6.0,7,6.273,6.0,22.8,18.0,3.42945,2,16,23,18.03,1.43,4.72,0.94,0.962,19,24
2,Small,18,9,5.0,3,13.759,4.0,15.2,11.0,5.4774,1,18,23,43.83,1.37,4.68,1.11,0.983,20,25
4,Truck,19,9,17.5,3,7.69,17.5,66.5,52.5,0.685125,2,19,23,10.74,1.84,4.74,0.92,0.951,20,24
3,SUV,19,8,13.5,11,12.294,13.5,51.3,40.5,2.426175,1,5,6,25.77,1.35,4.78,0.95,0.972,20,22
4,Small,19,7,5.0,11,14.126,4.0,15.2,11.0,2.426175,3,19,23,16.69,2.63,4.64,1.12,0.977,23,27
5,Sedan,18,9,6.0,7,3.164,6.0,22.8,18.0,0.685125,2,4,7,28.22,3.51,4.73,0.98,0.99,21,26
5,Small,18,8,4.0,7,10.582,4.0,15.2,12.0,19.434825,1,6,17,7.92,2.53,4.69,1.17,0.951,19,21
1,Small,19,8,5.0,3,12.634,4.0,15.2,11.0,1.33605,2,2,6,20.26,1.19,4.78,1.21,0.959,22,24
5,SUV,17,11,13.5,11,12.62,13.5,51.3,40.5,0.685125,3,2,9,12.06,3.58,4.67,1.04,0.977,22,26
2,Small,18,9,4.0,7,3.135,4.0,15.2,12.0,18.696825,2,7,17,34.34,0.51,4.76,1.18,0.945,19,21
1,Sedan,18,7,6.0,11,10.926,6.0,22.8,18.0,1.33605,2,18,23,39.37,2.97,4.79,1.18,0.991,19,24
5,Sedan,17,8,6.0,7,7.417,6.0,22.8,18.0,18.696825,1,6,7,24.39,0.58,4.77,1.23,0.932,23,28
1,Small,21,8,4.0,7,10.297,4.0,15.2,12.0,1.33605,1,6,20,10.3,3.31,4.74,1.01,0.971,19,24
1,Small,21,10,5.0,3,12.771,4.0,15.2,11.0,5.4774,1,21,23,31.18,2.42,4.79,1.04,0.987,20,25
5,Small,19,8,4.0,11,6.816,4.0,15.2,12.0,18.696825,1,6,7,24.24,1.01,4.62,1.13,0.96,20,23
2,Small,19,8,4.0,11,10.977,4.0,15.2,12.0,19.434825,3,6,18,12.15,2.27,4.71,1.07,0.964,19,23
5,Sedan,17,10,6.0,11,10.559,6.0,22.8,18.0,19.434825,1,8,16,47.59,1.84,4.6,1.05,0.989,21,26
4,Sedan,19,9,6.0,7,8.213,6.0,22.8,18.0,18.696825,1,1,7,7.94,2.79,4.76,1.12,0.956,23,27
4,Small,19,10,7.0,11,18.616,4.0,15.2,9.0,5.4774,1,19,23,41.01,2.13,4.75,0.99,0.989,21,26
4,Sedan,18,9,6.0,3,8.669,6.0,22.8,18.0,5.4774,3,18,23,47.33,1.12,4.64,1.14,0.981,21,26
3,Small,18,8,5.0,11,12.586,4.0,15.2,11.0,1.33605,3,1,6,8.02,2.3,4.69,0.92,0.947,21,25
5,Small,17,11,5.0,7,13.936,4.0,15.2,11.0,5.4774,1,9,16,44.97,3.06,4.65,1.03,0.993,21,24
3,Small,16,8,4.0,3,11.755,4.0,15.2,12.0,1.33605,2,16,23,21.15,3.28,4.64,0.93,0.986,21,25
1,Sedan,17,10,6.0,3,10.658,6.0,22.8,18.0,0.685125,1,8,16,35.17,2.58,4.7,1.18,0.989,19,22
3,Small,19,7,4.0,7,10.387,4.0,15.2,12.0,13.009950000000002,2,5,18,49.71,2.18,4.74,1.25,0.991,22,25
2,Small,19,9,4.0,7,9.903,4.0,15.2,12.0,13.009950000000002,3,7,18,37.45,3.41,4.76,1.25,0.992,20,22
3,SUV,18,10,13.5,11,13.498,13.5,51.3,40.5,18.696825,3,8,17,7.44,3.05,4.73,1.25,0.957,21,23
5,Truck,18,9,17.5,3,10.535,17.5,66.5,52.5,5.4774,1,7,17,10.82,3.23,4.68,1.07,0.972,22,24
1,Small,17,10,4.0,11,8.661,4.0,15.2,12.0,2.426175,1,4,8,45.59,2.11,4.67,1.24,0.99,21,24
5,Small,18,8,6.0,11,16.91,4.0,15.2,10.0,0.685125,1,18,23,18.46,3.03,4.62,1.09,0.982,22,25
2,Sedan,19,9,6.0,7,9.39,6.0,22.8,18.0,0.685125,3,6,9,7.93,2.27,4.79,1.23,0.946,20,24
4,Truck,18,9,17.5,3,5.683,17.5,66.5,52.5,19.434825,3,18,23,19.24,2.58,4.75,1.11,0.98,19,23
2,Sedan,18,9,6.0,7,7.462,6.0,22.8,18.0,19.434825,2,18,23,26.84,0.87,4.6,1.19,0.958,23,26
4,Small,19,10,4.0,7,5.65,4.0,15.2,12.0,3.42945,1,8,9,20.3,1.02,4.61,1.25,0.953,19,22
1,Sedan,18,8,6.0,3,9.094,6.0,22.8,18.0,0.685125,2,6,17,35.28,3.42,4.61,1.16,0.992,19,22
4,Small,17,8,5.0,7,13.375,4.0,15.2,11.0,5.4774,1,4,6,21.33,3.52,4.67,1.24,0.987,20,22
2,Sedan,18,12,6.0,11,13.971,6.0,22.8,18.0,2.426175,2,18,23,30.27,3.44,4.78,1.15,0.99,21,25
1,Sedan,17,9,7.0,11,15.728,6.0,22.8,17.0,19.434825,1,17,23,9.12,0.78,4.74,1.06,0.869,21,25
4,SUV,18,8,13.5,11,9.807,13.5,51.3,40.5,13.009950000000002,3,6,9,24.03,1.78,4.72,1.0,0.977,20,25
4,Small,19,9,5.0,3,12.812,4.0,15.2,11.0,3.42945,2,5,7,46.32,1.35,4.67,0.98,0.984,23,27
1,Small,17,9,4.0,11,9.667,4.0,15.2,12.0,1.33605,3,4,7,48.1,2.86,4.76,1.22,0.993,19,21
1,Small,18,11,4.0,3,10.258,4.0,15.2,12.0,0.685125,2,9,17,15.18,2.73,4.6,1.23,0.976,21,26
1,Small,18,9,4.0,3,7.435,4.0,15.2,12.0,3.42945,3,5,8,27.1,0.98,4.76,1.05,0.963,21,24
2,Small,18,11,4.0,11,9.719,4.0,15.2,12.0,2.426175,1,4,9,40.87,0.51,4.61,0.95,0.953,23,28
5,Truck,17,9,17.5,7,2.059,17.5,66.5,52.5,19.434825,1,3,7,14.53,2.32,4.63,0.99,0.971,22,24
5,Small,16,8,4.0,11,9.004,4.0,15.2,12.0,13.009950000000002,2,4,6,42.58,1.73,4.71,1.25,0.987,23,28
2,Sedan,19,9,6.0,11,6.692,6.0,22.8,18.0,18.696825,1,3,7,29.75,2.74,4.64,0.99,0.988,23,28
5,Sedan,17,7,6.0,11,7.202,6.0,22.8,18.0,13.009950000000002,3,5,8,15.31,1.1,4.77,1.07,0.942,23,25
4,Small,18,8,5.0,3,13.35,4.0,15.2,11.0,3.42945,1,18,23,28.84,0.96,4.66,1.22,0.965,23,28
1,Small,18,9,4.0,11,10.104,4.0,15.2,12.0,19.434825,1,7,8,35.22,3.42,4.61,1.04,0.992,20,25
1,SUV,17,10,13.5,7,9.584,13.5,51.3,40.5,3.42945,3,8,16,12.62,1.16,4.7,0.92,0.934,20,25
4,Sedan,20,9,6.0,11,9.315,6.0,22.8,18.0,13.009950000000002,3,20,23,38.13,3.1,4.76,1.15,0.992,23,26
