NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,Small,18,10,7.0,11,18.549,4.0,15.2,9.0,0.685125,1,9,17,28.03,1.92,4.65,1.17,0.982,19,22
4,SUV,18,8,13.5,11,9.572,13.5,51.3,40.5,2.426175,1,18,23,48.25,3.34,4.75,1.21,0.994,20,23
3,Sedan,18,6,6.0,3,14.932,6.0,22.8,18.0,0.685125,3,2,5,27.67,3.02,4.61,1.11,0.988,21,24
1,Sedan,19,7,6.0,11,7.134,6.0,22.8,18.0,13.009950000000002,1,6,7,40.3,1.03,4.75,1.09,0.976,20,22
4,SUV,18,6,13.5,7,7.66,13.5,51.3,40.5,3.42945,2,4,6,47.76,1.48,4.68,1.02,0.986,19,22
2,Small,20,7,5.0,11,14.425,4.0,15.2,11.0,0.685125,1,6,19,22.63,2.85,4.76,0.97,0.985,23,28
4,Small,16,9,4.0,11,8.147,4.0,15.2,12.0,19.434825,1,16,23,40.37,3.27,4.63,1.13,0.992,23,25
5,Sedan,20,7,6.0,11,9.068,6.0,22.8,18.0,13.009950000000002,2,6,8,22.22,2.02,4.71,1.1,0.978,21,26
2,Sedan,19,6,6.0,11,7.247,6.0,22.8,18.0,1.33605,1,19,23,28.88,3.59,4.61,0.97,0.99,23,25
1,Small,17,8,6.0,3,16.212,4.0,15.2,10.0,2.426175,2,17,23,44.68,2.95,4.71,0.94,0.992,21,24
2,Small,17,9,4.0,7,10.54,4.0,15.2,12.0,13.009950000000002,3,8,16,44.95,2.09,4.75,1.18,0.989,21,23
3,Small,18,8,6.0,3,15.464,4.0,15.2,10.0,1.33605,2,18,23,40.8,2.52,4.69,0.96,0.99,23,27
5,SUV,17,9,13.5,7,12.377,13.5,51.3,40.5,19.434825,2,8,16,27.83,2.93,4.74,1.07,0.988,20,22
1,Small,17,11,4.0,11,6.257,4.0,15.2,12.0,13.009950000000002,2,10,16,49.33,2.23,4.72,1.22,0.991,23,25
3,Sedan,21,8,6.0,11,6.239,6.0,22.8,18.0,19.434825,3,3,7,8.09,1.96,4.7,1.03,0.939,19,22
5,Small,19,7,4.0,11,11.398,4.0,15.2,12.0,3.42945,1,19,23,38.97,3.06,4.79,0.93,0.992,21,23
4,Sedan,17,9,6.0,3,14.082,6.0,22.8,18.0,5.4774,3,8,16,38.37,2.74,4.77,1.1,0.991,21,24
5,SUV,20,9,13.5,11,11.356,13.5,51.3,40.5,19.434825,3,4,8,12.47,2.55,4.61,1.05,0.969,23,28
2,SUV,18,9,13.5,7,9.292,13.5,51.3,40.5,5.4774,1,18,23,22.4,1.92,4.67,1.23,0.977,22,25
4,SUV,20,10,13.5,3,12.844,13.5,51.3,40.5,5.4774,1,9,19,33.48,1.44,4.65,1.24,0.979,21,23
5,Sedan,18,7,6.0,3,4.319,6.0,22.8,18.0,1.33605,2,18,23,22.8,1.58,4.76,0.98,0.973,21,23
5,Truck,19,10,17.5,7,10.934,17.5,66.5,52.5,18.696825,2,9,18,35.72,3.3,4.62,1.09,0.992,19,22
5,Small,18,9,4.0,7,4.579,4.0,15.2,12.0,1.33605,2,18,23,15.31,2.72,4.69,1.24,0.976,23,27
2,SUV,18,11,13.5,11,9.955,13.5,51.3,40.5,18.696825,3,10,17,47.07,1.4,4.7,1.25,0.985,23,26
3,Sedan,20,6,6.0,11,12.061,6.0,22.8,18.0,1.33605,1,5,19,35.84,2.09,4.6,1.14,0.987,20,23
5,SUV,18,11,13.5,3,11.992,13.5,51.3,40.5,19.434825,1,3,10,35.67,0.72,4.67,0.92,0.962,23,26
2,Small,20,9,4.0,3,10.954,4.0,15.2,12.0,13.009950000000002,3,20,23,14.93,2.35,4.66,0.95,0.972,23,25
4,Sedan,20,10,6.0,3,10.264,6.0,22.8,18.0,1.33605,1,3,9,42.05,2.38,4.74,0.97,0.99,22,24
2,Truck,17,9,17.5,11,8.079,17.5,66.5,52.5,0.685125,1,8,16,30.56,2.33,4.66,1.23,0.986,22,25
5,Small,18,11,6.0,11,15.414,4.0,15.2,10.0,0.685125,1,1,10,8.84,3.12,4.63,0.99,0.964,23,26
3,SUV,19,8,13.5,11,7.527,13.5,51.3,40.5,13.009950000000002,3,19,23,46.18,1.43,4.66,1.01,0.985,23,27
3,SUV,19,10,13.5,3,11.048,13.5,51.3,40.5,13.009950000000002,2,9,18,41.59,1.31,4.78,0.91,0.982,21,23
2,Truck,19,7,17.5,3,10.757,17.5,66.5,52.5,5.4774,3,6,18,29.5,0.75,4.69,1.01,0.956,20,25
1,Sedan,20,10,6.0,3,8.953,6.0,22.8,18.0,0.685125,3,20,23,43.75,2.06,4.75,1.15,0.989,21,26
1,Sedan,18,9,6.0,11,10.442,6.0,22.8,18.0,0.685125,1,4,8,28.65,0.81,4.74,1.13,0.958,21,25
5,SUV,18,10,13.5,11,16.223,13.5,51.3,40.5,5.4774,2,9,17,45.04,2.09,4.68,1.09,0.989,22,26
4,Small,17,7,4.0,3,7.678,4.0,15.2,12.0,1.33605,1,17,23,25.11,0.72,4.78,1.11,0.946,19,23
2,Sedan,17,7,6.0,7,9.378,6.0,22.8,18.0,1.33605,1,6,16,19.28,1.29,4.65,1.03,0.961,21,23
4,SUV,18,9,13.5,11,13.893,13.5,51.3,40.5,1.33605,3,18,23,31.63,2.75,4.76,1.09,0.989,21,25
1,Small,17,9,4.0,3,5.753,4.0,15.2,12.0,3.42945,1,17,23,7.86,2.55,4.62,0.97,0.951,22,27
3,Sedan,18,7,6.0,7,9.599,6.0,22.8,18.0,5.4774,2,1,6,47.72,2.54,4.74,1.19,0.992,19,23
1,Sedan,17,9,7.0,7,16.484,6.0,22.8,17.0,2.426175,3,6,9,16.2,1.27,4.66,1.17,0.953,21,25
2,SUV,16,7,13.5,7,14.024,13.5,51.3,40.5,5.4774,2,6,15,25.63,2.69,4.76,0.94,0.986,23,27
3,Small,21,9,4.0,3,6.891,4.0,15.2,12.0,18.696825,2,8,20,14.98,1.34,4.65,1.16,0.951,21,24
4,Small,19,7,4.0,3,7.06,4.0,15.2,12.0,0.685125,2,4,6,8.32,1.85,4.76,1.08,0.937,21,24
3,Truck,18,7,17.5,3,5.048,17.5,66.5,52.5,18.696825,1,6,17,49.24,1.36,4.64,1.11,0.985,20,22
3,Sedan,16,8,6.0,3,11.123,6.0,22.8,18.0,1.33605,3,16,23,48.86,1.4,4.72,1.09,0.985,23,25
5,Truck,19,11,17.5,11,12.398,17.5,66.5,52.5,3.42945,2,10,18,35.75,3.39,4.62,1.18,0.992,19,23
1,Sedan,17,10,7.0,11,16.537,6.0,22.8,17.0,19.434825,2,9,16,35.25,2.0,4.71,1.09,0.986,20,22
1,Truck,19,9,17.5,3,13.346,17.5,66.5,52.5,0.685125,2,8,18,33.69,2.21,4.7,1.23,0.987,23,26
5,Sedan,20,9,6.0,11,11.22,6.0,22.8,18.0,2.426175,3,7,10,18.29,2.19,4.68,1.14,0.975,23,27
3,SUV,18,6,13.5,3,14.394,13.5,51.3,40.5,5.4774,2,18,23,38.73,2.72,4.61,1.21,0.991,23,25
3,Small,19,9,5.0,11,13.461,4.0,15.2,11.0,0.685125,3,7,10,30.93,1.24,4.79,1.21,0.974,20,24
1,Sedan,17,11,6.0,11,9.349,6.0,22.8,18.0,13.009950000000002,1,17,23,12.55,1.88,4.65,1.23,0.959,22,25
5,Small,20,8,5.0,7,14.06,4.0,15.2,11.0,13.009950000000002,3,20,23,46.33,0.76,4.72,1.13,0.972,19,24
1,SUV,18,6,13.5,11,9.186,13.5,51.3,40.5,5.4774,2,18,23,19.96,1.56,4.6,1.14,0.968,19,23
2,SUV,21,7,13.5,3,20.004,13.5,51.3,40.5,18.696825,1,6,20,38.87,2.08,4.68,1.04,0.988,20,25
1,Sedan,21,9,6.0,11,7.397,6.0,22.8,18.0,18.696825,1,21,23,33.35,2.34,4.67,1.08,0.987,23,27
5,SUV,16,9,13.5,11,13.863,13.5,51.3,40.5,13.009950000000002,2,16,23,38.9,1.6,4.79,0.92,0.984,19,22
1,Sedan,17,6,6.0,7,14.779,6.0,22.8,18.0,5.4774,2,5,7,16.55,1.21,4.71,1.25,0.951,21,26
2,Truck,19,9,17.5,11,13.955,17.5,66.5,52.5,13.009950000000002,3,8,18,27.23,2.07,4.74,1.16,0.982,22,27
5,Small,16,10,5.0,3,12.013,4.0,15.2,11.0,5.4774,1,4,9,7.48,2.78,4.6,0.9,0.953,22,24
4,SUV,19,9,13.5,7,7.155,13.5,51.3,40.5,1.33605,1,1,8,14.38,2.55,4.69,0.91,0.973,21,26
1,Small,20,7,5.0,11,13.553,4.0,15.2,11.0,0.685125,1,6,19,20.23,2.95,4.79,1.2,0.983,23,27
1,Small,20,9,5.0,7,12.651,4.0,15.2,11.0,13.009950000000002,1,8,19,43.56,3.46,4.75,1.23,0.993,20,24
5,Small,16,8,4.0,7,10.16,4.0,15.2,12.0,0.685125,2,7,9,15.08,1.07,4.74,1.06,0.94,20,25
5,Sedan,21,7,6.0,11,12.315,6.0,22.8,18.0,1.33605,2,3,6,48.18,3.01,4.79,1.11,0.993,23,27
3,Small,17,7,4.0,11,5.192,4.0,15.2,12.0,5.4774,3,5,8,19.08,1.87,4.74,1.03,0.972,23,27
1,Small,19,11,4.0,11,7.259,4.0,15.2,12.0,0.685125,1,10,18,47.19,3.2,4.77,1.12,0.993,21,25
3,Small,17,10,4.0,11,11.541,4.0,15.2,12.0,3.42945,3,9,16,41.69,2.72,4.62,1.19,0.991,21,25
4,Sedan,18,6,6.0,11,6.533,6.0,22.8,18.0,1.33605,2,3,5,47.23,1.0,4.67,1.14,0.979,20,22
4,Small,18,10,7.0,11,17.646,4.0,15.2,9.0,13.009950000000002,1,18,23,37.63,2.25,4.66,1.22,0.988,19,23
1,Small,18,6,4.0,3,11.244,4.0,15.2,12.0,19.434825,3,1,5,20.67,1.25,4.7,1.08,0.962,22,24
5,Small,18,6,6.0,7,16.264,4.0,15.2,10.0,5.4774,2,5,17,35.04,3.25,4.77,1.15,0.991,19,23
3,Truck,18,6,17.5,7,16.318,17.5,66.5,52.5,1.33605,1,5,17,24.02,1.71,4.74,1.21,0.976,19,22
2,Small,21,7,4.0,7,6.825,4.0,15.2,12.0,18.696825,3,3,6,49.75,2.84,4.62,1.18,0.993,21,25
5,Sedan,19,10,6.0,3,10.477,6.0,22.8,18.0,19.434825,2,19,23,9.24,1.29,4.71,1.24,0.92,21,26
3,Small,20,7,4.0,7,7.936,4.0,15.2,12.0,1.33605,3,3,6,45.82,2.88,4.64,0.93,0.992,23,26
3,Small,18,7,4.0,11,10.839,4.0,15.2,12.0,0.685125,2,18,23,16.69,2.92,4.62,1.08,0.98,20,23
4,Small,18,7,6.0,3,16.576,4.0,15.2,10.0,2.426175,1,1,6,36.65,2.21,4.63,1.1,0.988,22,25
5,Small,17,6,4.0,3,9.924,4.0,15.2,12.0,2.426175,2,5,16,18.34,1.58,4.7,1.09,0.966,22,25
4,SUV,20,9,13.5,7,8.381,13.5,51.3,40.5,2.426175,2,20,23,42.79,1.47,4.66,1.04,0.984,23,28
3,Small,21,7,4.0,7,2.162,4.0,15.2,12.0,13.009950000000002,3,5,8,12.41,1.1,4.69,1.14,0.929,23,27
1,Small,19,9,4.0,3,10.698,4.0,15.2,12.0,19.434825,1,8,18,11.66,2.74,4.72,1.02,0.969,20,22
5,Sedan,18,6,6.0,7,3.71,6.0,22.8,18.0,5.4774,1,18,23,33.34,2.53,4.8,1.14,0.988,19,23
1,Sedan,19,6,6.0,3,10.157,6.0,22.8,18.0,2.426175,2,19,23,43.91,3.13,4.71,1.21,0.993,19,22
1,SUV,17,9,13.5,11,7.302,13.5,51.3,40.5,0.685125,2,7,9,14.26,2.68,4.6,1.17,0.974,21,25
2,Sedan,20,9,6.0,3,6.224,6.0,22.8,18.0,18.696825,1,6,8,13.34,2.96,4.6,1.19,0.975,22,27
5,Small,17,7,4.0,3,7.408,4.0,15.2,12.0,2.426175,3,6,16,45.09,1.36,4.61,1.06,0.984,20,24
3,Sedan,19,9,6.0,7,10.283,6.0,22.8,18.0,13.009950000000002,3,19,23,23.73,1.28,4.68,0.95,0.968,20,22
2,Sedan,18,10,6.0,7,14.681,6.0,22.8,18.0,1.33605,3,2,9,25.09,2.38,4.7,0.98,0.983,21,26
1,Sedan,20,8,6.0,11,3.078,6.0,22.8,18.0,18.696825,1,20,23,31.28,2.05,4.67,0.99,0.985,21,23
2,Small,19,8,4.0,11,6.75,4.0,15.2,12.0,1.33605,2,2,7,10.35,3.22,4.66,0.94,0.97,23,26
4,SUV,20,7,13.5,7,6.301,13.5,51.3,40.5,13.009950000000002,1,2,6,40.57,3.6,4.67,1.16,0.993,22,27
1,Sedan,21,8,6.0,11,9.676,6.0,22.8,18.0,5.4774,1,7,20,20.4,1.31,4.63,1.1,0.963,22,24
3,Small,18,10,4.0,7,4.387,4.0,15.2,12.0,1.33605,3,9,17,49.59,2.27,4.66,1.07,0.991,22,25
3,Small,16,7,4.0,7,5.784,4.0,15.2,12.0,2.426175,2,4,6,14.97,2.11,4.65,0.93,0.969,23,28
1,Sedan,17,7,6.0,7,10.367,6.0,22.8,18.0,1.33605,3,17,23,26.47,0.93,4.64,1.15,0.96,21,26
1,Small,18,8,4.0,11,9.263,4.0,15.2,12.0,0.685125,2,18,23,25.24,1.89,4.79,1.18,0.979,21,23
1,Small,17,10,4.0,11,7.907,4.0,15.2,12.0,3.42945,2,17,23,37.25,1.47,4.72,1.12,0.982,22,24
2,SUV,18,11,13.5,7,9.598,13.5,51.3,40.5,1.33605,1,10,17,31.73,3.38,4.73,1.14,0.991,22,27
3,Truck,17,7,17.5,3,6.36,17.5,66.5,52.5,5.4774,3,1,6,43.95,0.83,4.66,1.18,0.973,19,21
1,Small,20,7,5.0,7,12.888,4.0,15.2,11.0,0.685125,3,20,23,17.81,3.55,4.66,0.91,0.984,22,25
1,Small,18,6,4.0,11,8.115,4.0,15.2,12.0,13.009950000000002,1,18,23,12.54,0.83,4.62,1.17,0.908,21,23
1,SUV,17,8,13.5,3,12.305,13.5,51.3,40.5,19.434825,3,4,7,18.0,3.35,4.8,1.03,0.984,19,23
3,Small,19,9,4.0,3,9.976,4.0,15.2,12.0,2.426175,2,19,23,24.9,2.08,4.73,0.92,0.981,23,28
5,SUV,17,10,13.5,3,11.395,13.5,51.3,40.5,0.685125,1,9,16,37.69,1.86,4.67,1.09,0.986,22,25
1,Sedan,18,9,6.0,7,11.726,6.0,22.8,18.0,18.696825,1,18,23,27.66,2.23,4.79,0.99,0.984,20,24
3,Small,17,9,6.0,7,16.33,4.0,15.2,10.0,3.42945,3,17,23,21.3,3.39,4.75,1.06,0.986,19,22
3,Small,17,10,4.0,7,6.949,4.0,15.2,12.0,3.42945,2,17,23,9.26,2.94,4.78,0.97,0.964,19,23
3,Small,16,7,4.0,7,6.791,4.0,15.2,12.0,3.42945,3,6,15,44.01,3.4,4.68,1.06,0.993,19,24
3,Small,19,8,5.0,11,12.166,4.0,15.2,11.0,19.434825,2,19,23,30.2,1.68,4.73,1.25,0.98,23,27
1,Small,18,10,4.0,7,7.304,4.0,15.2,12.0,19.434825,1,18,23,44.08,2.54,4.78,1.12,0.991,19,22
3,Small,19,8,4.0,7,9.76,4.0,15.2,12.0,2.426175,3,19,23,27.83,1.32,4.75,1.16,0.973,22,27
3,Small,18,10,5.0,7,14.187,4.0,15.2,11.0,3.42945,1,18,23,16.49,1.27,4.78,1.03,0.953,23,28
2,SUV,17,11,13.5,3,10.036,13.5,51.3,40.5,19.434825,2,17,23,29.88,1.08,4.6,1.24,0.969,19,24
3,SUV,17,9,13.5,3,7.825,13.5,51.3,40.5,19.434825,2,17,23,7.07,1.38,4.77,0.93,0.903,20,24
1,SUV,16,10,13.5,7,11.372,13.5,51.3,40.5,18.696825,1,9,15,49.57,2.49,4.75,1.12,0.992,21,26
5,Sedan,16,9,6.0,11,10.475,6.0,22.8,18.0,2.426175,3,8,15,22.63,2.96,4.61,1.03,0.985,23,25
2,SUV,20,9,13.5,7,3.392,13.5,51.3,40.5,18.696825,3,5,8,40.95,1.36,4.71,1.17,0.982,21,24
5,Small,20,7,6.0,7,16.29,4.0,15.2,10.0,19.434825,1,20,23,40.85,2.6,4.67,0.97,0.991,21,26
1,Truck,17,7,17.5,11,16.293,17.5,66.5,52.5,0.685125,1,6,16,48.08,2.21,4.65,0.9,0.991,20,24
2,Sedan,19,6,6.0,7,9.78,6.0,22.8,18.0,0.685125,3,3,6,19.78,0.63,4.66,1.12,0.923,21,25
